image_path,label,generator,split
BigGAN\333_biggan_00020.jpg,1,BigGAN,train
stable_diffusion_v_1_5\029_sdv5_00107.jpg,1,stable_diffusion_v_1_5,train
Nature\n01770081_15863.JPEG,0,Nature,train
ADM\864_adm_124.jpg,1,ADM,train
ADM\516_adm_75.jpg,1,ADM,train
Nature\n01773797_1044.JPEG,0,Nature,train
ADM\535_adm_7.jpg,1,ADM,train
stable_diffusion_v_1_5\194_sdv5_00108.jpg,1,stable_diffusion_v_1_5,train
BigGAN\982_biggan_00156.jpg,1,BigGAN,train
stable_diffusion_v_1_5\567_sdv5_00189.jpg,1,stable_diffusion_v_1_5,train
stable_diffusion_v_1_5\131_sdv5_00048.jpg,1,stable_diffusion_v_1_5,train
stable_diffusion_v_1_5\692_sdv5_00128.jpg,1,stable_diffusion_v_1_5,train
Nature\n02037110_14554.JPEG,0,Nature,train
BigGAN\762_biggan_00107.jpg,1,BigGAN,train
Nature\n01531178_10443.JPEG,0,Nature,train
Nature\n01729977_6297.JPEG,0,Nature,train
ADM\610_adm_70.jpg,1,ADM,train
BigGAN\081_biggan_00189.jpg,1,BigGAN,train
Nature\ILSVRC2012_val_00030012.JPEG,0,Nature,train
ADM\19_adm_101.jpg,1,ADM,train
stable_diffusion_v_1_5\819_sdv5_00195.jpg,1,stable_diffusion_v_1_5,train
Nature\ILSVRC2012_val_00001643.JPEG,0,Nature,train
ADM\203_adm_43.jpg,1,ADM,train
Nature\n02018795_3854.JPEG,0,Nature,train
ADM\42_adm_76.jpg,1,ADM,train
BigGAN\092_biggan_00129.jpg,1,BigGAN,train
stable_diffusion_v_1_5\281_sdv5_00148.jpg,1,stable_diffusion_v_1_5,train
stable_diffusion_v_1_5\207_sdv5_00058.jpg,1,stable_diffusion_v_1_5,train
Nature\n01614925_3867.JPEG,0,Nature,train
Nature\n01943899_12717.JPEG,0,Nature,train
ADM\822_adm_25.jpg,1,ADM,train
BigGAN\833_biggan_00103.jpg,1,BigGAN,train
ADM\324_adm_157.jpg,1,ADM,train
Nature\n01729322_15707.JPEG,0,Nature,train
BigGAN\601_biggan_00074.jpg,1,BigGAN,train
BigGAN\783_biggan_00031.jpg,1,BigGAN,train
stable_diffusion_v_1_5\123_sdv5_00009.jpg,1,stable_diffusion_v_1_5,train
stable_diffusion_v_1_5\421_sdv5_00077.jpg,1,stable_diffusion_v_1_5,train
stable_diffusion_v_1_5\928_sdv5_00054.jpg,1,stable_diffusion_v_1_5,train
stable_diffusion_v_1_5\724_sdv5_00046.jpg,1,stable_diffusion_v_1_5,train
Nature\n01693334_17032.JPEG,0,Nature,train
BigGAN\183_biggan_00007.jpg,1,BigGAN,train
stable_diffusion_v_1_5\460_sdv5_00121.jpg,1,stable_diffusion_v_1_5,train
BigGAN\578_biggan_00183.jpg,1,BigGAN,train
ADM\893_adm_83.jpg,1,ADM,train
stable_diffusion_v_1_5\064_sdv5_00135.jpg,1,stable_diffusion_v_1_5,train
ADM\363_adm_104.jpg,1,ADM,train
stable_diffusion_v_1_5\626_sdv5_00017.jpg,1,stable_diffusion_v_1_5,train
BigGAN\486_biggan_00074.jpg,1,BigGAN,train
ADM\264_adm_82.jpg,1,ADM,train
ADM\847_adm_124.jpg,1,ADM,train
ADM\489_adm_25.jpg,1,ADM,train
Nature\ILSVRC2012_val_00045551.JPEG,0,Nature,train
Nature\n02037110_3005.JPEG,0,Nature,train
stable_diffusion_v_1_5\424_sdv5_00074.jpg,1,stable_diffusion_v_1_5,train
ADM\543_adm_8.jpg,1,ADM,train
Nature\n01592084_6279.JPEG,0,Nature,train
ADM\113_adm_128.jpg,1,ADM,train
stable_diffusion_v_1_5\840_sdv5_00039.jpg,1,stable_diffusion_v_1_5,train
Nature\n01860187_11085.JPEG,0,Nature,train
BigGAN\031_biggan_00070.jpg,1,BigGAN,train
stable_diffusion_v_1_5\884_sdv5_00067.jpg,1,stable_diffusion_v_1_5,train
Nature\n01773549_320.JPEG,0,Nature,train
BigGAN\389_biggan_00001.jpg,1,BigGAN,train
ADM\504_adm_9.jpg,1,ADM,train
BigGAN\810_biggan_00057.jpg,1,BigGAN,train
stable_diffusion_v_1_5\846_sdv5_00098.jpg,1,stable_diffusion_v_1_5,train
ADM\89_adm_174.jpg,1,ADM,train
Nature\n01582220_3932.JPEG,0,Nature,train
BigGAN\034_biggan_00144.jpg,1,BigGAN,train
Nature\n04355338_6307.JPEG,0,Nature,train
Nature\n01877812_3720.JPEG,0,Nature,train
BigGAN\352_biggan_00183.jpg,1,BigGAN,train
ADM\127_adm_51.jpg,1,ADM,train
stable_diffusion_v_1_5\931_sdv5_00039.jpg,1,stable_diffusion_v_1_5,train
stable_diffusion_v_1_5\669_sdv5_00095.jpg,1,stable_diffusion_v_1_5,train
ADM\354_adm_75.jpg,1,ADM,train
stable_diffusion_v_1_5\912_sdv5_00153.jpg,1,stable_diffusion_v_1_5,train
stable_diffusion_v_1_5\908_sdv5_00030.jpg,1,stable_diffusion_v_1_5,train
BigGAN\191_biggan_00110.jpg,1,BigGAN,train
Nature\n01773157_1476.JPEG,0,Nature,train
BigGAN\305_biggan_00075.jpg,1,BigGAN,train
BigGAN\025_biggan_00186.jpg,1,BigGAN,train
ADM\493_adm_61.jpg,1,ADM,train
BigGAN\663_biggan_00035.jpg,1,BigGAN,train
ADM\824_adm_24.jpg,1,ADM,train
stable_diffusion_v_1_5\571_sdv5_00175.jpg,1,stable_diffusion_v_1_5,train
Nature\ILSVRC2012_val_00004627.JPEG,0,Nature,train
BigGAN\916_biggan_00182.jpg,1,BigGAN,train
Nature\ILSVRC2012_val_00028395.JPEG,0,Nature,train
stable_diffusion_v_1_5\709_sdv5_00009.jpg,1,stable_diffusion_v_1_5,train
Nature\n02892201_19550.JPEG,0,Nature,train
Nature\n02006656_751.JPEG,0,Nature,train
stable_diffusion_v_1_5\432_sdv5_00179.jpg,1,stable_diffusion_v_1_5,train
Nature\n01614925_4497.JPEG,0,Nature,train
ADM\76_adm_140.jpg,1,ADM,train
stable_diffusion_v_1_5\195_sdv5_00052.jpg,1,stable_diffusion_v_1_5,train
Nature\n02110958_2836.JPEG,0,Nature,train
BigGAN\362_biggan_00081.jpg,1,BigGAN,train
ADM\39_adm_115.jpg,1,ADM,train
Nature\n01537544_2594.JPEG,0,Nature,train
BigGAN\940_biggan_00110.jpg,1,BigGAN,train
BigGAN\637_biggan_00161.jpg,1,BigGAN,train
Nature\n01924916_5323.JPEG,0,Nature,train
Nature\n01693334_5469.JPEG,0,Nature,train
Nature\n01742172_9267.JPEG,0,Nature,train
BigGAN\390_biggan_00188.jpg,1,BigGAN,train
ADM\58_adm_138.jpg,1,ADM,train
stable_diffusion_v_1_5\440_sdv5_00059.jpg,1,stable_diffusion_v_1_5,train
BigGAN\902_biggan_00087.jpg,1,BigGAN,train
BigGAN\344_biggan_00074.jpg,1,BigGAN,train
stable_diffusion_v_1_5\744_sdv5_00039.jpg,1,stable_diffusion_v_1_5,train
ADM\572_adm_77.jpg,1,ADM,train
stable_diffusion_v_1_5\490_sdv5_00120.jpg,1,stable_diffusion_v_1_5,train
Nature\ILSVRC2012_val_00039297.JPEG,0,Nature,train
BigGAN\392_biggan_00175.jpg,1,BigGAN,train
ADM\787_adm_39.jpg,1,ADM,train
BigGAN\599_biggan_00185.jpg,1,BigGAN,train
Nature\n01592084_3924.JPEG,0,Nature,train
ADM\50_adm_34.jpg,1,ADM,train
Nature\n01614925_2866.JPEG,0,Nature,train
Nature\n01820546_4767.JPEG,0,Nature,train
BigGAN\467_biggan_00072.jpg,1,BigGAN,train
BigGAN\483_biggan_00141.jpg,1,BigGAN,train
stable_diffusion_v_1_5\115_sdv5_00119.jpg,1,stable_diffusion_v_1_5,train
ADM\603_adm_137.jpg,1,ADM,train
Nature\n01914609_4968.JPEG,0,Nature,train
BigGAN\656_biggan_00196.jpg,1,BigGAN,train
Nature\ILSVRC2012_val_00034347.JPEG,0,Nature,train
ADM\725_adm_24.jpg,1,ADM,train
Nature\n01440764_3365.JPEG,0,Nature,train
stable_diffusion_v_1_5\499_sdv5_00101.jpg,1,stable_diffusion_v_1_5,train
ADM\191_adm_173.jpg,1,ADM,train
BigGAN\671_biggan_00039.jpg,1,BigGAN,train
BigGAN\820_biggan_00043.jpg,1,BigGAN,train
ADM\421_adm_0.jpg,1,ADM,train
stable_diffusion_v_1_5\436_sdv5_00013.jpg,1,stable_diffusion_v_1_5,train
ADM\8_adm_91.jpg,1,ADM,train
ADM\573_adm_50.jpg,1,ADM,train
Nature\n01677366_40615.JPEG,0,Nature,train
ADM\75_adm_11.jpg,1,ADM,train
stable_diffusion_v_1_5\134_sdv5_00031.jpg,1,stable_diffusion_v_1_5,train
ADM\243_adm_40.jpg,1,ADM,train
ADM\58_adm_161.jpg,1,ADM,train
Nature\n01855672_5426.JPEG,0,Nature,train
ADM\978_adm_20.jpg,1,ADM,train
ADM\3_adm_19.jpg,1,ADM,train
Nature\n01944390_327.JPEG,0,Nature,train
stable_diffusion_v_1_5\133_sdv5_00008.jpg,1,stable_diffusion_v_1_5,train
BigGAN\776_biggan_00039.jpg,1,BigGAN,train
stable_diffusion_v_1_5\915_sdv5_00095.jpg,1,stable_diffusion_v_1_5,train
stable_diffusion_v_1_5\210_sdv5_00081.jpg,1,stable_diffusion_v_1_5,train
BigGAN\818_biggan_00058.jpg,1,BigGAN,train
ADM\143_adm_178.jpg,1,ADM,train
Nature\ILSVRC2012_val_00014594.JPEG,0,Nature,train
ADM\847_adm_1.jpg,1,ADM,train
BigGAN\353_biggan_00155.jpg,1,BigGAN,train
ADM\622_adm_106.jpg,1,ADM,train
ADM\595_adm_135.jpg,1,ADM,train
BigGAN\105_biggan_00020.jpg,1,BigGAN,train
Nature\n01592084_4761.JPEG,0,Nature,train
BigGAN\337_biggan_00035.jpg,1,BigGAN,train
Nature\n01592084_2859.JPEG,0,Nature,train
Nature\n02051845_14933.JPEG,0,Nature,train
BigGAN\843_biggan_00020.jpg,1,BigGAN,train
Nature\n01968897_26377.JPEG,0,Nature,train
Nature\n01774750_4303.JPEG,0,Nature,train
stable_diffusion_v_1_5\970_sdv5_00100.jpg,1,stable_diffusion_v_1_5,train
ADM\282_adm_98.jpg,1,ADM,train
BigGAN\526_biggan_00039.jpg,1,BigGAN,train
ADM\47_adm_127.jpg,1,ADM,train
stable_diffusion_v_1_5\198_sdv5_00009.jpg,1,stable_diffusion_v_1_5,train
Nature\n01950731_11826.JPEG,0,Nature,train
Nature\n01592084_1287.JPEG,0,Nature,train
BigGAN\173_biggan_00039.jpg,1,BigGAN,train
BigGAN\726_biggan_00143.jpg,1,BigGAN,train
stable_diffusion_v_1_5\541_sdv5_00040.jpg,1,stable_diffusion_v_1_5,train
ADM\711_adm_153.jpg,1,ADM,train
BigGAN\146_biggan_00032.jpg,1,BigGAN,train
ADM\273_adm_153.jpg,1,ADM,train
stable_diffusion_v_1_5\493_sdv5_00124.jpg,1,stable_diffusion_v_1_5,train
Nature\n01776313_1441.JPEG,0,Nature,train
Nature\n01775062_3486.JPEG,0,Nature,train
ADM\635_adm_112.jpg,1,ADM,train
stable_diffusion_v_1_5\080_sdv5_00195.jpg,1,stable_diffusion_v_1_5,train
Nature\n01775062_9091.JPEG,0,Nature,train
stable_diffusion_v_1_5\732_sdv5_00162.jpg,1,stable_diffusion_v_1_5,train
BigGAN\396_biggan_00024.jpg,1,BigGAN,train
ADM\571_adm_162.jpg,1,ADM,train
BigGAN\113_biggan_00185.jpg,1,BigGAN,train
BigGAN\963_biggan_00060.jpg,1,BigGAN,train
ADM\29_adm_95.jpg,1,ADM,train
stable_diffusion_v_1_5\046_sdv5_00062.jpg,1,stable_diffusion_v_1_5,train
Nature\ILSVRC2012_val_00038443.JPEG,0,Nature,train
Nature\n01819313_6776.JPEG,0,Nature,train
ADM\556_adm_85.jpg,1,ADM,train
stable_diffusion_v_1_5\982_sdv5_00034.jpg,1,stable_diffusion_v_1_5,train
BigGAN\269_biggan_00034.jpg,1,BigGAN,train
stable_diffusion_v_1_5\783_sdv5_00039.jpg,1,stable_diffusion_v_1_5,train
BigGAN\301_biggan_00074.jpg,1,BigGAN,train
Nature\n02007558_107.JPEG,0,Nature,train
Nature\ILSVRC2012_val_00047509.JPEG,0,Nature,train
stable_diffusion_v_1_5\905_sdv5_00101.jpg,1,stable_diffusion_v_1_5,train
ADM\57_adm_93.jpg,1,ADM,train
BigGAN\156_biggan_00162.jpg,1,BigGAN,train
Nature\n01860187_10189.JPEG,0,Nature,train
ADM\821_adm_131.jpg,1,ADM,train
BigGAN\014_biggan_00035.jpg,1,BigGAN,train
Nature\n01531178_12788.JPEG,0,Nature,train
Nature\n01860187_1012.JPEG,0,Nature,train
Nature\n01773157_7801.JPEG,0,Nature,train
Nature\n02006656_10635.JPEG,0,Nature,train
Nature\ILSVRC2012_val_00017391.JPEG,0,Nature,train
ADM\499_adm_43.jpg,1,ADM,train
BigGAN\931_biggan_00074.jpg,1,BigGAN,train
BigGAN\773_biggan_00074.jpg,1,BigGAN,train
ADM\804_adm_153.jpg,1,ADM,train
Nature\n01592084_3273.JPEG,0,Nature,train
Nature\n03983396_5611.JPEG,0,Nature,train
stable_diffusion_v_1_5\068_sdv5_00136.jpg,1,stable_diffusion_v_1_5,train
BigGAN\411_biggan_00022.jpg,1,BigGAN,train
BigGAN\220_biggan_00088.jpg,1,BigGAN,train
Nature\n01833805_3.JPEG,0,Nature,train
stable_diffusion_v_1_5\226_sdv5_00100.jpg,1,stable_diffusion_v_1_5,train
BigGAN\081_biggan_00035.jpg,1,BigGAN,train
BigGAN\338_biggan_00086.jpg,1,BigGAN,train
stable_diffusion_v_1_5\642_sdv5_00118.jpg,1,stable_diffusion_v_1_5,train
Nature\ILSVRC2012_val_00013744.JPEG,0,Nature,train
BigGAN\216_biggan_00188.jpg,1,BigGAN,train
stable_diffusion_v_1_5\139_sdv5_00132.jpg,1,stable_diffusion_v_1_5,train
stable_diffusion_v_1_5\409_sdv5_00017.jpg,1,stable_diffusion_v_1_5,train
BigGAN\338_biggan_00031.jpg,1,BigGAN,train
Nature\n01443537_17252.JPEG,0,Nature,train
stable_diffusion_v_1_5\073_sdv5_00184.jpg,1,stable_diffusion_v_1_5,train
ADM\867_adm_77.jpg,1,ADM,train
ADM\966_adm_88.jpg,1,ADM,train
BigGAN\119_biggan_00138.jpg,1,BigGAN,train
stable_diffusion_v_1_5\407_sdv5_00033.jpg,1,stable_diffusion_v_1_5,train
ADM\314_adm_80.jpg,1,ADM,train
stable_diffusion_v_1_5\943_sdv5_00096.jpg,1,stable_diffusion_v_1_5,train
BigGAN\074_biggan_00007.jpg,1,BigGAN,train
ADM\673_adm_138.jpg,1,ADM,train
BigGAN\584_biggan_00124.jpg,1,BigGAN,train
Nature\n01950731_14353.JPEG,0,Nature,train
stable_diffusion_v_1_5\422_sdv5_00144.jpg,1,stable_diffusion_v_1_5,train
Nature\n04192698_47765.JPEG,0,Nature,train
BigGAN\364_biggan_00196.jpg,1,BigGAN,train
Nature\ILSVRC2012_val_00023492.JPEG,0,Nature,train
Nature\ILSVRC2012_val_00005567.JPEG,0,Nature,train
ADM\156_adm_85.jpg,1,ADM,train
stable_diffusion_v_1_5\983_sdv5_00195.jpg,1,stable_diffusion_v_1_5,train
ADM\30_adm_85.jpg,1,ADM,train
ADM\981_adm_56.jpg,1,ADM,train
stable_diffusion_v_1_5\746_sdv5_00067.jpg,1,stable_diffusion_v_1_5,train
Nature\n01773549_3350.JPEG,0,Nature,train
ADM\142_adm_59.jpg,1,ADM,train
stable_diffusion_v_1_5\052_sdv5_00043.jpg,1,stable_diffusion_v_1_5,train
Nature\n01592084_1112.JPEG,0,Nature,train
Nature\n01847000_10906.JPEG,0,Nature,train
BigGAN\730_biggan_00076.jpg,1,BigGAN,train
ADM\472_adm_132.jpg,1,ADM,train
Nature\n01582220_7336.JPEG,0,Nature,train
stable_diffusion_v_1_5\331_sdv5_00069.jpg,1,stable_diffusion_v_1_5,train
ADM\603_adm_146.jpg,1,ADM,train
Nature\n01860187_610.JPEG,0,Nature,train
BigGAN\557_biggan_00022.jpg,1,BigGAN,train
stable_diffusion_v_1_5\636_sdv5_00073.jpg,1,stable_diffusion_v_1_5,train
ADM\99_adm_127.jpg,1,ADM,train
ADM\368_adm_161.jpg,1,ADM,train
BigGAN\081_biggan_00070.jpg,1,BigGAN,train
Nature\ILSVRC2012_val_00032601.JPEG,0,Nature,train
BigGAN\466_biggan_00104.jpg,1,BigGAN,train
stable_diffusion_v_1_5\218_sdv5_00060.jpg,1,stable_diffusion_v_1_5,train
BigGAN\853_biggan_00012.jpg,1,BigGAN,train
Nature\n01740131_10857.JPEG,0,Nature,train
Nature\n01632458_4262.JPEG,0,Nature,train
Nature\n01950731_1638.JPEG,0,Nature,train
stable_diffusion_v_1_5\105_sdv5_00026.jpg,1,stable_diffusion_v_1_5,train
Nature\n01773797_3632.JPEG,0,Nature,train
ADM\241_adm_173.jpg,1,ADM,train
ADM\704_adm_13.jpg,1,ADM,train
ADM\357_adm_116.jpg,1,ADM,train
BigGAN\073_biggan_00081.jpg,1,BigGAN,train
stable_diffusion_v_1_5\223_sdv5_00070.jpg,1,stable_diffusion_v_1_5,train
Nature\n01514668_5045.JPEG,0,Nature,train
Nature\n02840245_16541.JPEG,0,Nature,train
Nature\n01608432_15264.JPEG,0,Nature,train
BigGAN\374_biggan_00173.jpg,1,BigGAN,train
Nature\n02051845_7926.JPEG,0,Nature,train
stable_diffusion_v_1_5\394_sdv5_00027.jpg,1,stable_diffusion_v_1_5,train
BigGAN\522_biggan_00191.jpg,1,BigGAN,train
ADM\668_adm_149.jpg,1,ADM,train
ADM\101_adm_91.jpg,1,ADM,train
BigGAN\101_biggan_00021.jpg,1,BigGAN,train
Nature\n01820546_1212.JPEG,0,Nature,train
stable_diffusion_v_1_5\687_sdv5_00028.jpg,1,stable_diffusion_v_1_5,train
Nature\n01775062_844.JPEG,0,Nature,train
Nature\n01833805_1561.JPEG,0,Nature,train
Nature\n01514859_11542.JPEG,0,Nature,train
Nature\n01824575_1765.JPEG,0,Nature,train
BigGAN\425_biggan_00060.jpg,1,BigGAN,train
stable_diffusion_v_1_5\684_sdv5_00027.jpg,1,stable_diffusion_v_1_5,train
Nature\n03832673_14155.JPEG,0,Nature,train
ADM\470_adm_35.jpg,1,ADM,train
ADM\419_adm_51.jpg,1,ADM,train
Nature\n01944390_14895.JPEG,0,Nature,train
Nature\ILSVRC2012_val_00047294.JPEG,0,Nature,train
Nature\ILSVRC2012_val_00021757.JPEG,0,Nature,train
stable_diffusion_v_1_5\847_sdv5_00095.jpg,1,stable_diffusion_v_1_5,train
stable_diffusion_v_1_5\180_sdv5_00016.jpg,1,stable_diffusion_v_1_5,train
BigGAN\975_biggan_00188.jpg,1,BigGAN,train
Nature\n01820546_4117.JPEG,0,Nature,train
Nature\n01944390_13652.JPEG,0,Nature,train
Nature\n01735189_12175.JPEG,0,Nature,train
Nature\n03141823_18813.JPEG,0,Nature,train
Nature\ILSVRC2012_val_00017068.JPEG,0,Nature,train
Nature\n01806143_4237.JPEG,0,Nature,train
BigGAN\263_biggan_00082.jpg,1,BigGAN,train
Nature\n01491361_5778.JPEG,0,Nature,train
Nature\n02319095_8244.JPEG,0,Nature,train
ADM\301_adm_159.jpg,1,ADM,train
stable_diffusion_v_1_5\880_sdv5_00077.jpg,1,stable_diffusion_v_1_5,train
BigGAN\472_biggan_00020.jpg,1,BigGAN,train
Nature\n02028035_8447.JPEG,0,Nature,train
ADM\626_adm_8.jpg,1,ADM,train
BigGAN\729_biggan_00165.jpg,1,BigGAN,train
BigGAN\901_biggan_00062.jpg,1,BigGAN,train
Nature\n02006656_4997.JPEG,0,Nature,train
Nature\n02018207_1746.JPEG,0,Nature,train
stable_diffusion_v_1_5\932_sdv5_00135.jpg,1,stable_diffusion_v_1_5,train
BigGAN\403_biggan_00098.jpg,1,BigGAN,train
stable_diffusion_v_1_5\188_sdv5_00117.jpg,1,stable_diffusion_v_1_5,train
BigGAN\780_biggan_00127.jpg,1,BigGAN,train
stable_diffusion_v_1_5\054_sdv5_00036.jpg,1,stable_diffusion_v_1_5,train
stable_diffusion_v_1_5\260_sdv5_00129.jpg,1,stable_diffusion_v_1_5,train
ADM\392_adm_74.jpg,1,ADM,train
Nature\ILSVRC2012_val_00008786.JPEG,0,Nature,train
ADM\560_adm_163.jpg,1,ADM,train
ADM\889_adm_70.jpg,1,ADM,train
Nature\n01775062_8231.JPEG,0,Nature,train
ADM\701_adm_85.jpg,1,ADM,train
stable_diffusion_v_1_5\165_sdv5_00000.jpg,1,stable_diffusion_v_1_5,train
Nature\n01531178_22972.JPEG,0,Nature,train
ADM\231_adm_85.jpg,1,ADM,train
Nature\ILSVRC2012_val_00005733.JPEG,0,Nature,train
Nature\n02233338_10352.JPEG,0,Nature,train
Nature\ILSVRC2012_val_00007153.JPEG,0,Nature,train
BigGAN\220_biggan_00039.jpg,1,BigGAN,train
Nature\ILSVRC2012_val_00047551.JPEG,0,Nature,train
stable_diffusion_v_1_5\990_sdv5_00086.jpg,1,stable_diffusion_v_1_5,train
ADM\515_adm_183.jpg,1,ADM,train
Nature\n01829413_8236.JPEG,0,Nature,train
stable_diffusion_v_1_5\394_sdv5_00051.jpg,1,stable_diffusion_v_1_5,train
ADM\268_adm_62.jpg,1,ADM,train
BigGAN\752_biggan_00069.jpg,1,BigGAN,train
stable_diffusion_v_1_5\737_sdv5_00039.jpg,1,stable_diffusion_v_1_5,train
Nature\n04238763_10856.JPEG,0,Nature,train
stable_diffusion_v_1_5\471_sdv5_00042.jpg,1,stable_diffusion_v_1_5,train
BigGAN\804_biggan_00097.jpg,1,BigGAN,train
BigGAN\184_biggan_00060.jpg,1,BigGAN,train
ADM\277_adm_111.jpg,1,ADM,train
Nature\n01664065_10096.JPEG,0,Nature,train
Nature\n01560419_9260.JPEG,0,Nature,train
ADM\424_adm_62.jpg,1,ADM,train
ADM\919_adm_91.jpg,1,ADM,train
Nature\n01601694_12326.JPEG,0,Nature,train
BigGAN\553_biggan_00160.jpg,1,BigGAN,train
ADM\695_adm_59.jpg,1,ADM,train
BigGAN\736_biggan_00007.jpg,1,BigGAN,train
ADM\13_adm_174.jpg,1,ADM,train
BigGAN\182_biggan_00034.jpg,1,BigGAN,train
stable_diffusion_v_1_5\661_sdv5_00117.jpg,1,stable_diffusion_v_1_5,train
Nature\n01735189_14472.JPEG,0,Nature,train
BigGAN\068_biggan_00074.jpg,1,BigGAN,train
stable_diffusion_v_1_5\215_sdv5_00023.jpg,1,stable_diffusion_v_1_5,train
stable_diffusion_v_1_5\420_sdv5_00173.jpg,1,stable_diffusion_v_1_5,train
Nature\n01944390_17714.JPEG,0,Nature,train
stable_diffusion_v_1_5\211_sdv5_00032.jpg,1,stable_diffusion_v_1_5,train
Nature\n01773797_26.JPEG,0,Nature,train
stable_diffusion_v_1_5\611_sdv5_00144.jpg,1,stable_diffusion_v_1_5,train
Nature\n03379051_2717.JPEG,0,Nature,train
BigGAN\052_biggan_00094.jpg,1,BigGAN,train
stable_diffusion_v_1_5\058_sdv5_00175.jpg,1,stable_diffusion_v_1_5,train
stable_diffusion_v_1_5\397_sdv5_00195.jpg,1,stable_diffusion_v_1_5,train
stable_diffusion_v_1_5\671_sdv5_00072.jpg,1,stable_diffusion_v_1_5,train
stable_diffusion_v_1_5\766_sdv5_00100.jpg,1,stable_diffusion_v_1_5,train
BigGAN\283_biggan_00069.jpg,1,BigGAN,train
ADM\886_adm_184.jpg,1,ADM,train
BigGAN\623_biggan_00083.jpg,1,BigGAN,train
stable_diffusion_v_1_5\386_sdv5_00111.jpg,1,stable_diffusion_v_1_5,train
stable_diffusion_v_1_5\326_sdv5_00098.jpg,1,stable_diffusion_v_1_5,train
BigGAN\643_biggan_00129.jpg,1,BigGAN,train
ADM\841_adm_0.jpg,1,ADM,train
BigGAN\912_biggan_00157.jpg,1,BigGAN,train
Nature\n01667778_18055.JPEG,0,Nature,train
stable_diffusion_v_1_5\365_sdv5_00027.jpg,1,stable_diffusion_v_1_5,train
Nature\ILSVRC2012_val_00047827.JPEG,0,Nature,train
Nature\n01494475_3077.JPEG,0,Nature,train
Nature\ILSVRC2012_val_00044708.JPEG,0,Nature,train
ADM\55_adm_187.jpg,1,ADM,train
stable_diffusion_v_1_5\999_sdv5_00046.jpg,1,stable_diffusion_v_1_5,train
Nature\n01818515_2618.JPEG,0,Nature,train
Nature\n02037110_6094.JPEG,0,Nature,train
BigGAN\115_biggan_00076.jpg,1,BigGAN,train
stable_diffusion_v_1_5\809_sdv5_00188.jpg,1,stable_diffusion_v_1_5,train
stable_diffusion_v_1_5\728_sdv5_00117.jpg,1,stable_diffusion_v_1_5,train
stable_diffusion_v_1_5\048_sdv5_00149.jpg,1,stable_diffusion_v_1_5,train
stable_diffusion_v_1_5\335_sdv5_00142.jpg,1,stable_diffusion_v_1_5,train
Nature\n01820546_1138.JPEG,0,Nature,train
Nature\n01877812_4047.JPEG,0,Nature,train
BigGAN\964_biggan_00162.jpg,1,BigGAN,train
stable_diffusion_v_1_5\594_sdv5_00142.jpg,1,stable_diffusion_v_1_5,train
stable_diffusion_v_1_5\159_sdv5_00027.jpg,1,stable_diffusion_v_1_5,train
Nature\n01582220_2802.JPEG,0,Nature,train
BigGAN\096_biggan_00067.jpg,1,BigGAN,train
BigGAN\685_biggan_00144.jpg,1,BigGAN,train
Nature\n02037110_5707.JPEG,0,Nature,train
Nature\n07734744_372.JPEG,0,Nature,train
Nature\ILSVRC2012_val_00001073.JPEG,0,Nature,train
ADM\666_adm_116.jpg,1,ADM,train
BigGAN\197_biggan_00078.jpg,1,BigGAN,train
Nature\n01773797_3215.JPEG,0,Nature,train
ADM\276_adm_15.jpg,1,ADM,train
ADM\449_adm_191.jpg,1,ADM,train
stable_diffusion_v_1_5\210_sdv5_00032.jpg,1,stable_diffusion_v_1_5,train
ADM\592_adm_45.jpg,1,ADM,train
ADM\801_adm_105.jpg,1,ADM,train
ADM\8_adm_9.jpg,1,ADM,train
stable_diffusion_v_1_5\594_sdv5_00115.jpg,1,stable_diffusion_v_1_5,train
stable_diffusion_v_1_5\767_sdv5_00082.jpg,1,stable_diffusion_v_1_5,train
stable_diffusion_v_1_5\108_sdv5_00148.jpg,1,stable_diffusion_v_1_5,train
stable_diffusion_v_1_5\956_sdv5_00031.jpg,1,stable_diffusion_v_1_5,train
BigGAN\819_biggan_00087.jpg,1,BigGAN,train
BigGAN\288_biggan_00113.jpg,1,BigGAN,train
BigGAN\019_biggan_00154.jpg,1,BigGAN,train
BigGAN\600_biggan_00121.jpg,1,BigGAN,train
BigGAN\544_biggan_00114.jpg,1,BigGAN,train
Nature\ILSVRC2012_val_00043418.JPEG,0,Nature,train
Nature\n01770081_557.JPEG,0,Nature,train
stable_diffusion_v_1_5\470_sdv5_00063.jpg,1,stable_diffusion_v_1_5,train
Nature\n01773157_4125.JPEG,0,Nature,train
stable_diffusion_v_1_5\497_sdv5_00047.jpg,1,stable_diffusion_v_1_5,train
ADM\317_adm_84.jpg,1,ADM,train
Nature\n02012849_12296.JPEG,0,Nature,train
stable_diffusion_v_1_5\625_sdv5_00109.jpg,1,stable_diffusion_v_1_5,train
ADM\881_adm_34.jpg,1,ADM,train
Nature\n01820546_5134.JPEG,0,Nature,train
ADM\976_adm_2.jpg,1,ADM,train
stable_diffusion_v_1_5\582_sdv5_00007.jpg,1,stable_diffusion_v_1_5,train
BigGAN\052_biggan_00058.jpg,1,BigGAN,train
Nature\n02782093_28018.JPEG,0,Nature,train
ADM\366_adm_25.jpg,1,ADM,train
ADM\24_adm_75.jpg,1,ADM,train
