image_path,label,generator,split
stable_diffusion_v_1_5\188_sdv5_00117.jpg,1,stable_diffusion_v_1_5,train
Nature\n01693334_4312.JPEG,0,Nature,test
Midjourney\332_midjourney_43.jpg,1,Midjourney,test
glide\GLIDE_1000_200_03_380_glide_00082.jpg,1,glide,test
Midjourney\936_midjourney_150.jpg,1,Midjourney,test
Nature\n01440764_5295.JPEG,0,Nature,test
glide\GLIDE_1000_200_07_726_glide_00043.jpg,1,glide,test
Nature\ILSVRC2012_val_00016746.JPEG,0,Nature,validation
Midjourney\517_midjourney_74.jpg,1,Midjourney,test
wukong\209_wukong_image31.jpg,1,wukong,test
Nature\n03220513_13499.JPEG,0,Nature,validation
VQDM\VQDM_1000_200_00_087_vqdm_00001.jpg,1,VQDM,validation
BigGAN\780_biggan_00127.jpg,1,BigGAN,train
stable_diffusion_v_1_5\054_sdv5_00036.jpg,1,stable_diffusion_v_1_5,train
wukong\883_wukong_image88.jpg,1,wukong,test
stable_diffusion_v_1_5\260_sdv5_00129.jpg,1,stable_diffusion_v_1_5,train
Midjourney\782_midjourney_54.jpg,1,Midjourney,test
wukong\835_wukong_image42.jpg,1,wukong,test
Midjourney\56_midjourney_27.jpg,1,Midjourney,test
ADM\392_adm_74.jpg,1,ADM,train
glide\GLIDE_1000_200_04_448_glide_00113.jpg,1,glide,test
wukong\178_wukong_image128.jpg,1,wukong,test
VQDM\VQDM_1000_200_00_080_vqdm_00039.jpg,1,VQDM,validation
Nature\ILSVRC2012_val_00008786.JPEG,0,Nature,train
Midjourney\68_midjourney_69.jpg,1,Midjourney,test
wukong\222_wukong_image198.jpg,1,wukong,test
ADM\560_adm_163.jpg,1,ADM,train
Midjourney\336_midjourney_101.jpg,1,Midjourney,test
ADM\889_adm_70.jpg,1,ADM,train
Nature\n01775062_8231.JPEG,0,Nature,train
Midjourney\890_midjourney_33.jpg,1,Midjourney,test
ADM\701_adm_85.jpg,1,ADM,train
stable_diffusion_v_1_5\165_sdv5_00000.jpg,1,stable_diffusion_v_1_5,train
Nature\n01531178_22972.JPEG,0,Nature,train
glide\GLIDE_1000_200_00_072_glide_00095.jpg,1,glide,test
ADM\231_adm_85.jpg,1,ADM,train
Midjourney\928_midjourney_122.jpg,1,Midjourney,test
Nature\ILSVRC2012_val_00005733.JPEG,0,Nature,train
wukong\347_wukong_image186.jpg,1,wukong,test
Nature\n02233338_10352.JPEG,0,Nature,train
Nature\ILSVRC2012_val_00007153.JPEG,0,Nature,train
Midjourney\366_midjourney_107.jpg,1,Midjourney,test
VQDM\VQDM_1000_200_03_344_vqdm_00079.jpg,1,VQDM,validation
glide\GLIDE_1000_200_09_996_glide_00021.jpg,1,glide,test
VQDM\VQDM_1000_200_05_535_vqdm_00023.jpg,1,VQDM,validation
BigGAN\220_biggan_00039.jpg,1,BigGAN,train
wukong\310_wukong_image26.jpg,1,wukong,test
Nature\ILSVRC2012_val_00047551.JPEG,0,Nature,train
Nature\n01820546_449.JPEG,0,Nature,validation
stable_diffusion_v_1_5\990_sdv5_00086.jpg,1,stable_diffusion_v_1_5,train
ADM\515_adm_183.jpg,1,ADM,train
Nature\n01829413_8236.JPEG,0,Nature,train
wukong\543_wukong_image188.jpg,1,wukong,test
stable_diffusion_v_1_5\394_sdv5_00051.jpg,1,stable_diffusion_v_1_5,train
VQDM\VQDM_1000_200_09_972_vqdm_00073.jpg,1,VQDM,validation
ADM\268_adm_62.jpg,1,ADM,train
Nature\n01514859_1136.JPEG,0,Nature,test
glide\GLIDE_1000_200_08_876_glide_00120.jpg,1,glide,test
BigGAN\752_biggan_00069.jpg,1,BigGAN,train
stable_diffusion_v_1_5\737_sdv5_00039.jpg,1,stable_diffusion_v_1_5,train
wukong\913_wukong_image158.jpg,1,wukong,test
VQDM\VQDM_1000_200_03_395_vqdm_00034.jpg,1,VQDM,validation
Nature\n04238763_10856.JPEG,0,Nature,train
Midjourney\152_midjourney_111.jpg,1,Midjourney,test
glide\GLIDE_1000_200_07_717_glide_00181.jpg,1,glide,test
stable_diffusion_v_1_5\471_sdv5_00042.jpg,1,stable_diffusion_v_1_5,train
glide\GLIDE_1000_200_04_412_glide_00073.jpg,1,glide,test
BigGAN\804_biggan_00097.jpg,1,BigGAN,train
Nature\n01978287_2902.JPEG,0,Nature,validation
Nature\n01751748_8566.JPEG,0,Nature,test
BigGAN\184_biggan_00060.jpg,1,BigGAN,train
ADM\277_adm_111.jpg,1,ADM,train
Nature\n01622779_398.JPEG,0,Nature,test
Nature\n01664065_10096.JPEG,0,Nature,train
VQDM\VQDM_1000_200_03_384_vqdm_00143.jpg,1,VQDM,validation
Nature\n01560419_9260.JPEG,0,Nature,train
Nature\n01734418_12256.JPEG,0,Nature,validation
wukong\612_wukong_image70.jpg,1,wukong,test
wukong\292_wukong_image114.jpg,1,wukong,test
Nature\n01734418_12388.JPEG,0,Nature,validation
Nature\n01770081_16831.JPEG,0,Nature,validation
ADM\424_adm_62.jpg,1,ADM,train
ADM\919_adm_91.jpg,1,ADM,train
VQDM\VQDM_1000_200_05_528_vqdm_00114.jpg,1,VQDM,validation
Nature\n01601694_12326.JPEG,0,Nature,train
BigGAN\553_biggan_00160.jpg,1,BigGAN,train
Nature\n01614925_3303.JPEG,0,Nature,test
glide\GLIDE_1000_200_06_622_glide_00074.jpg,1,glide,test
wukong\993_wukong_image146.jpg,1,wukong,test
wukong\455_wukong_image86.jpg,1,wukong,test
Midjourney\129_midjourney_40.jpg,1,Midjourney,test
Midjourney\208_midjourney_88.jpg,1,Midjourney,test
Midjourney\876_midjourney_126.jpg,1,Midjourney,test
Nature\n02037110_4807.JPEG,0,Nature,test
Midjourney\154_midjourney_12.jpg,1,Midjourney,test
Nature\n01537544_1025.JPEG,0,Nature,test
ADM\695_adm_59.jpg,1,ADM,train
Midjourney\640_midjourney_88.jpg,1,Midjourney,test
Nature\n01632458_4476.JPEG,0,Nature,test
Nature\n01820546_2792.JPEG,0,Nature,validation
wukong\199_wukong_image18.jpg,1,wukong,test
BigGAN\736_biggan_00007.jpg,1,BigGAN,train
ADM\13_adm_174.jpg,1,ADM,train
BigGAN\182_biggan_00034.jpg,1,BigGAN,train
stable_diffusion_v_1_5\661_sdv5_00117.jpg,1,stable_diffusion_v_1_5,train
Nature\ILSVRC2012_val_00004389.JPEG,0,Nature,test
VQDM\VQDM_1000_200_04_442_vqdm_00048.jpg,1,VQDM,validation
Nature\n01735189_14472.JPEG,0,Nature,train
VQDM\VQDM_1000_200_08_888_vqdm_00136.jpg,1,VQDM,validation
BigGAN\068_biggan_00074.jpg,1,BigGAN,train
wukong\718_wukong_image114.jpg,1,wukong,test
VQDM\VQDM_1000_200_00_043_vqdm_00115.jpg,1,VQDM,validation
Midjourney\337_midjourney_65.jpg,1,Midjourney,test
stable_diffusion_v_1_5\215_sdv5_00023.jpg,1,stable_diffusion_v_1_5,train
stable_diffusion_v_1_5\420_sdv5_00173.jpg,1,stable_diffusion_v_1_5,train
Nature\n01944390_17714.JPEG,0,Nature,train
stable_diffusion_v_1_5\211_sdv5_00032.jpg,1,stable_diffusion_v_1_5,train
Nature\n01773797_26.JPEG,0,Nature,train
glide\GLIDE_1000_200_00_011_glide_00161.jpg,1,glide,test
Midjourney\626_midjourney_103.jpg,1,Midjourney,test
wukong\105_wukong_image150.jpg,1,wukong,test
stable_diffusion_v_1_5\611_sdv5_00144.jpg,1,stable_diffusion_v_1_5,train
wukong\128_wukong_image123.jpg,1,wukong,test
Nature\n03379051_2717.JPEG,0,Nature,train
wukong\521_wukong_image37.jpg,1,wukong,test
wukong\614_wukong_image71.jpg,1,wukong,test
BigGAN\052_biggan_00094.jpg,1,BigGAN,train
glide\GLIDE_1000_200_02_279_glide_00127.jpg,1,glide,test
stable_diffusion_v_1_5\058_sdv5_00175.jpg,1,stable_diffusion_v_1_5,train
Nature\n01914609_4796.JPEG,0,Nature,validation
wukong\405_wukong_image1.jpg,1,wukong,test
stable_diffusion_v_1_5\397_sdv5_00195.jpg,1,stable_diffusion_v_1_5,train
Midjourney\200_midjourney_183.jpg,1,Midjourney,test
glide\GLIDE_1000_200_08_813_glide_00051.jpg,1,glide,test
Nature\n02007558_6382.JPEG,0,Nature,validation
stable_diffusion_v_1_5\671_sdv5_00072.jpg,1,stable_diffusion_v_1_5,train
Nature\n01847000_4642.JPEG,0,Nature,validation
VQDM\VQDM_1000_200_04_448_vqdm_00035.jpg,1,VQDM,validation
wukong\716_wukong_image28.jpg,1,wukong,test
Midjourney\535_midjourney_148.jpg,1,Midjourney,test
stable_diffusion_v_1_5\766_sdv5_00100.jpg,1,stable_diffusion_v_1_5,train
BigGAN\283_biggan_00069.jpg,1,BigGAN,train
VQDM\VQDM_1000_200_01_171_vqdm_00020.jpg,1,VQDM,validation
glide\GLIDE_1000_200_01_190_glide_00035.jpg,1,glide,test
wukong\125_wukong_image198.jpg,1,wukong,test
ADM\886_adm_184.jpg,1,ADM,train
glide\GLIDE_1000_200_08_880_glide_00004.jpg,1,glide,test
Midjourney\497_midjourney_5.jpg,1,Midjourney,test
BigGAN\623_biggan_00083.jpg,1,BigGAN,train
stable_diffusion_v_1_5\386_sdv5_00111.jpg,1,stable_diffusion_v_1_5,train
stable_diffusion_v_1_5\326_sdv5_00098.jpg,1,stable_diffusion_v_1_5,train
Nature\n01514859_11369.JPEG,0,Nature,test
BigGAN\643_biggan_00129.jpg,1,BigGAN,train
Nature\n01833805_1795.JPEG,0,Nature,validation
ADM\841_adm_0.jpg,1,ADM,train
Nature\n01833805_6786.JPEG,0,Nature,test
Nature\n02037110_8662.JPEG,0,Nature,validation
BigGAN\912_biggan_00157.jpg,1,BigGAN,train
Nature\n01667778_18055.JPEG,0,Nature,train
glide\GLIDE_1000_200_09_933_glide_00169.jpg,1,glide,test
stable_diffusion_v_1_5\365_sdv5_00027.jpg,1,stable_diffusion_v_1_5,train
Nature\n01914609_13447.JPEG,0,Nature,test
Nature\ILSVRC2012_val_00047827.JPEG,0,Nature,train
Nature\n01494475_3077.JPEG,0,Nature,train
Nature\ILSVRC2012_val_00044708.JPEG,0,Nature,train
ADM\55_adm_187.jpg,1,ADM,train
stable_diffusion_v_1_5\999_sdv5_00046.jpg,1,stable_diffusion_v_1_5,train
Nature\n01740131_3527.JPEG,0,Nature,validation
Midjourney\80_midjourney_34.jpg,1,Midjourney,test
VQDM\VQDM_1000_200_08_890_vqdm_00035.jpg,1,VQDM,validation
wukong\468_wukong_image58.jpg,1,wukong,test
Nature\n01608432_3145.JPEG,0,Nature,test
Nature\n01818515_2618.JPEG,0,Nature,train
Nature\n01985128_13725.JPEG,0,Nature,validation
wukong\240_wukong_image87.jpg,1,wukong,test
VQDM\VQDM_1000_200_05_557_vqdm_00166.jpg,1,VQDM,validation
wukong\136_wukong_image151.jpg,1,wukong,test
glide\GLIDE_1000_200_02_280_glide_00066.jpg,1,glide,test
Nature\n02037110_6094.JPEG,0,Nature,train
BigGAN\115_biggan_00076.jpg,1,BigGAN,train
stable_diffusion_v_1_5\809_sdv5_00188.jpg,1,stable_diffusion_v_1_5,train
VQDM\VQDM_1000_200_02_212_vqdm_00149.jpg,1,VQDM,validation
Nature\n01770393_3246.JPEG,0,Nature,validation
Midjourney\952_midjourney_12.jpg,1,Midjourney,test
stable_diffusion_v_1_5\728_sdv5_00117.jpg,1,stable_diffusion_v_1_5,train
stable_diffusion_v_1_5\048_sdv5_00149.jpg,1,stable_diffusion_v_1_5,train
Nature\n02028035_10675.JPEG,0,Nature,test
stable_diffusion_v_1_5\335_sdv5_00142.jpg,1,stable_diffusion_v_1_5,train
wukong\211_wukong_image26.jpg,1,wukong,test
Nature\n01820546_1138.JPEG,0,Nature,train
Nature\n01877812_4047.JPEG,0,Nature,train
BigGAN\964_biggan_00162.jpg,1,BigGAN,train
stable_diffusion_v_1_5\594_sdv5_00142.jpg,1,stable_diffusion_v_1_5,train
stable_diffusion_v_1_5\159_sdv5_00027.jpg,1,stable_diffusion_v_1_5,train
glide\GLIDE_1000_200_03_327_glide_00148.jpg,1,glide,test
VQDM\VQDM_1000_200_09_955_vqdm_00006.jpg,1,VQDM,validation
VQDM\VQDM_1000_200_02_206_vqdm_00085.jpg,1,VQDM,validation
Midjourney\412_midjourney_148.jpg,1,Midjourney,test
Nature\n01582220_2802.JPEG,0,Nature,train
BigGAN\096_biggan_00067.jpg,1,BigGAN,train
glide\GLIDE_1000_200_04_438_glide_00141.jpg,1,glide,test
wukong\3_wukong_image101.jpg,1,wukong,test
BigGAN\685_biggan_00144.jpg,1,BigGAN,train
Nature\n01820546_4509.JPEG,0,Nature,validation
wukong\566_wukong_image4.jpg,1,wukong,test
VQDM\VQDM_1000_200_08_894_vqdm_00002.jpg,1,VQDM,validation
VQDM\VQDM_1000_200_00_008_vqdm_00198.jpg,1,VQDM,validation
Nature\n02037110_5707.JPEG,0,Nature,train
Nature\n07734744_372.JPEG,0,Nature,train
glide\GLIDE_1000_200_03_374_glide_00053.jpg,1,glide,test
Nature\n02112137_2111.JPEG,0,Nature,validation
VQDM\VQDM_1000_200_03_349_vqdm_00060.jpg,1,VQDM,validation
VQDM\VQDM_1000_200_00_075_vqdm_00054.jpg,1,VQDM,validation
Nature\ILSVRC2012_val_00001073.JPEG,0,Nature,train
ADM\666_adm_116.jpg,1,ADM,train
BigGAN\197_biggan_00078.jpg,1,BigGAN,train
Nature\n01773797_3215.JPEG,0,Nature,train
VQDM\VQDM_1000_200_06_634_vqdm_00143.jpg,1,VQDM,validation
ADM\276_adm_15.jpg,1,ADM,train
VQDM\VQDM_1000_200_05_598_vqdm_00039.jpg,1,VQDM,validation
ADM\449_adm_191.jpg,1,ADM,train
VQDM\VQDM_1000_200_03_388_vqdm_00064.jpg,1,VQDM,validation
stable_diffusion_v_1_5\210_sdv5_00032.jpg,1,stable_diffusion_v_1_5,train
glide\GLIDE_1000_200_08_882_glide_00167.jpg,1,glide,test
Midjourney\330_midjourney_39.jpg,1,Midjourney,test
ADM\592_adm_45.jpg,1,ADM,train
ADM\801_adm_105.jpg,1,ADM,train
glide\GLIDE_1000_200_04_402_glide_00026.jpg,1,glide,test
ADM\8_adm_9.jpg,1,ADM,train
wukong\715_wukong_image39.jpg,1,wukong,test
stable_diffusion_v_1_5\594_sdv5_00115.jpg,1,stable_diffusion_v_1_5,train
stable_diffusion_v_1_5\767_sdv5_00082.jpg,1,stable_diffusion_v_1_5,train
Midjourney\792_midjourney_130.jpg,1,Midjourney,test
stable_diffusion_v_1_5\108_sdv5_00148.jpg,1,stable_diffusion_v_1_5,train
VQDM\VQDM_1000_200_03_359_vqdm_00127.jpg,1,VQDM,validation
glide\GLIDE_1000_200_08_814_glide_00013.jpg,1,glide,test
stable_diffusion_v_1_5\956_sdv5_00031.jpg,1,stable_diffusion_v_1_5,train
Midjourney\656_midjourney_195.jpg,1,Midjourney,test
Midjourney\129_midjourney_64.jpg,1,Midjourney,test
wukong\981_wukong_image182.jpg,1,wukong,test
BigGAN\819_biggan_00087.jpg,1,BigGAN,train
Midjourney\883_midjourney_103.jpg,1,Midjourney,test
BigGAN\288_biggan_00113.jpg,1,BigGAN,train
BigGAN\019_biggan_00154.jpg,1,BigGAN,train
BigGAN\600_biggan_00121.jpg,1,BigGAN,train
BigGAN\544_biggan_00114.jpg,1,BigGAN,train
Nature\ILSVRC2012_val_00043418.JPEG,0,Nature,train
Nature\n01770081_557.JPEG,0,Nature,train
wukong\702_wukong_image155.jpg,1,wukong,test
stable_diffusion_v_1_5\470_sdv5_00063.jpg,1,stable_diffusion_v_1_5,train
Midjourney\912_midjourney_57.jpg,1,Midjourney,test
glide\GLIDE_1000_200_02_277_glide_00068.jpg,1,glide,test
wukong\475_wukong_image40.jpg,1,wukong,test
VQDM\VQDM_1000_200_01_124_vqdm_00127.jpg,1,VQDM,validation
Midjourney\790_midjourney_171.jpg,1,Midjourney,test
Nature\n01776313_12838.JPEG,0,Nature,validation
Nature\n01773157_4125.JPEG,0,Nature,train
stable_diffusion_v_1_5\497_sdv5_00047.jpg,1,stable_diffusion_v_1_5,train
wukong\617_wukong_image15.jpg,1,wukong,test
wukong\245_wukong_image141.jpg,1,wukong,test
Midjourney\657_midjourney_132.jpg,1,Midjourney,test
ADM\317_adm_84.jpg,1,ADM,train
Nature\n02012849_12296.JPEG,0,Nature,train
stable_diffusion_v_1_5\625_sdv5_00109.jpg,1,stable_diffusion_v_1_5,train
ADM\881_adm_34.jpg,1,ADM,train
Midjourney\664_midjourney_33.jpg,1,Midjourney,test
Nature\n01820546_5134.JPEG,0,Nature,train
ADM\976_adm_2.jpg,1,ADM,train
VQDM\VQDM_1000_200_04_496_vqdm_00014.jpg,1,VQDM,validation
Nature\n01860187_1311.JPEG,0,Nature,test
stable_diffusion_v_1_5\582_sdv5_00007.jpg,1,stable_diffusion_v_1_5,train
wukong\872_wukong_image114.jpg,1,wukong,test
BigGAN\052_biggan_00058.jpg,1,BigGAN,train
Midjourney\236_midjourney_18.jpg,1,Midjourney,test
Nature\n02782093_28018.JPEG,0,Nature,train
ADM\366_adm_25.jpg,1,ADM,train
ADM\24_adm_75.jpg,1,ADM,train
Nature\n01687978_5578.JPEG,0,Nature,validation
wukong\615_wukong_image19.jpg,1,wukong,test
stable_diffusion_v_1_5\810_sdv5_00003.jpg,1,stable_diffusion_v_1_5,train
Nature\ILSVRC2012_val_00004583.JPEG,0,Nature,train
wukong\880_wukong_image135.jpg,1,wukong,test
glide\GLIDE_1000_200_07_753_glide_00127.jpg,1,glide,test
stable_diffusion_v_1_5\080_sdv5_00009.jpg,1,stable_diffusion_v_1_5,train
stable_diffusion_v_1_5\594_sdv5_00020.jpg,1,stable_diffusion_v_1_5,train
stable_diffusion_v_1_5\640_sdv5_00027.jpg,1,stable_diffusion_v_1_5,train
wukong\895_wukong_image86.jpg,1,wukong,test
BigGAN\107_biggan_00105.jpg,1,BigGAN,train
wukong\187_wukong_image30.jpg,1,wukong,test
stable_diffusion_v_1_5\554_sdv5_00076.jpg,1,stable_diffusion_v_1_5,train
stable_diffusion_v_1_5\664_sdv5_00058.jpg,1,stable_diffusion_v_1_5,train
BigGAN\671_biggan_00067.jpg,1,BigGAN,train
wukong\362_wukong_image165.jpg,1,wukong,test
glide\GLIDE_1000_200_02_232_glide_00138.jpg,1,glide,test
stable_diffusion_v_1_5\333_sdv5_00115.jpg,1,stable_diffusion_v_1_5,train
BigGAN\247_biggan_00084.jpg,1,BigGAN,train
Midjourney\794_midjourney_169.jpg,1,Midjourney,test
BigGAN\801_biggan_00185.jpg,1,BigGAN,train
BigGAN\721_biggan_00047.jpg,1,BigGAN,train
VQDM\VQDM_1000_200_06_625_vqdm_00190.jpg,1,VQDM,validation
VQDM\VQDM_1000_200_03_324_vqdm_00190.jpg,1,VQDM,validation
VQDM\VQDM_1000_200_07_737_vqdm_00127.jpg,1,VQDM,validation
stable_diffusion_v_1_5\421_sdv5_00082.jpg,1,stable_diffusion_v_1_5,train
glide\GLIDE_1000_200_00_014_glide_00152.jpg,1,glide,test
Nature\n01773797_3004.JPEG,0,Nature,train
Nature\n01819313_2774.JPEG,0,Nature,train
Nature\n01440764_7154.JPEG,0,Nature,train
glide\GLIDE_1000_200_09_964_glide_00018.jpg,1,glide,test
BigGAN\664_biggan_00035.jpg,1,BigGAN,train
wukong\913_wukong_image67.jpg,1,wukong,test
glide\GLIDE_1000_200_07_774_glide_00129.jpg,1,glide,test
wukong\973_wukong_image181.jpg,1,wukong,test
ADM\852_adm_25.jpg,1,ADM,train
VQDM\VQDM_1000_200_03_395_vqdm_00039.jpg,1,VQDM,validation
BigGAN\543_biggan_00137.jpg,1,BigGAN,train
glide\GLIDE_1000_200_03_307_glide_00109.jpg,1,glide,test
ADM\886_adm_155.jpg,1,ADM,train
Midjourney\795_midjourney_89.jpg,1,Midjourney,test
glide\GLIDE_1000_200_00_098_glide_00020.jpg,1,glide,test
Midjourney\192_midjourney_198.jpg,1,Midjourney,test
BigGAN\008_biggan_00184.jpg,1,BigGAN,train
stable_diffusion_v_1_5\656_sdv5_00087.jpg,1,stable_diffusion_v_1_5,train
VQDM\VQDM_1000_200_05_536_vqdm_00016.jpg,1,VQDM,validation
Nature\n01537544_3364.JPEG,0,Nature,train
Nature\n01944390_20083.JPEG,0,Nature,train
VQDM\VQDM_1000_200_09_988_vqdm_00079.jpg,1,VQDM,validation
Nature\n01695060_28240.JPEG,0,Nature,train
VQDM\VQDM_1000_200_05_575_vqdm_00191.jpg,1,VQDM,validation
Nature\ILSVRC2012_val_00018855.JPEG,0,Nature,test
stable_diffusion_v_1_5\854_sdv5_00009.jpg,1,stable_diffusion_v_1_5,train
wukong\232_wukong_image19.jpg,1,wukong,test
glide\GLIDE_1000_200_02_204_glide_00048.jpg,1,glide,test
stable_diffusion_v_1_5\624_sdv5_00068.jpg,1,stable_diffusion_v_1_5,train
VQDM\VQDM_1000_200_09_997_vqdm_00143.jpg,1,VQDM,validation
ADM\878_adm_33.jpg,1,ADM,train
Nature\n01592084_2083.JPEG,0,Nature,test
glide\GLIDE_1000_200_06_697_glide_00096.jpg,1,glide,test
Nature\n01828970_10432.JPEG,0,Nature,test
Nature\n01775062_1339.JPEG,0,Nature,train
ADM\923_adm_41.jpg,1,ADM,train
BigGAN\276_biggan_00020.jpg,1,BigGAN,train
glide\GLIDE_1000_200_03_378_glide_00020.jpg,1,glide,test
glide\GLIDE_1000_200_00_052_glide_00157.jpg,1,glide,test
stable_diffusion_v_1_5\607_sdv5_00020.jpg,1,stable_diffusion_v_1_5,train
Nature\n01776313_4396.JPEG,0,Nature,validation
glide\GLIDE_1000_200_05_564_glide_00134.jpg,1,glide,test
ADM\423_adm_178.jpg,1,ADM,train
Nature\n01877812_8145.JPEG,0,Nature,train
Nature\ILSVRC2012_val_00017358.JPEG,0,Nature,train
wukong\594_wukong_image199.jpg,1,wukong,test
Nature\n01910747_270.JPEG,0,Nature,test
Nature\n01847000_12963.JPEG,0,Nature,train
ADM\355_adm_78.jpg,1,ADM,train
wukong\981_wukong_image197.jpg,1,wukong,test
stable_diffusion_v_1_5\709_sdv5_00027.jpg,1,stable_diffusion_v_1_5,train
Midjourney\446_midjourney_28.jpg,1,Midjourney,test
glide\GLIDE_1000_200_07_779_glide_00095.jpg,1,glide,test
VQDM\VQDM_1000_200_03_370_vqdm_00138.jpg,1,VQDM,validation
VQDM\VQDM_1000_200_04_419_vqdm_00005.jpg,1,VQDM,validation
VQDM\VQDM_1000_200_07_796_vqdm_00068.jpg,1,VQDM,validation
Nature\n01687978_4629.JPEG,0,Nature,test
ADM\170_adm_92.jpg,1,ADM,train
VQDM\VQDM_1000_200_05_528_vqdm_00078.jpg,1,VQDM,validation
wukong\309_wukong_image188.jpg,1,wukong,test
Nature\n01560419_2308.JPEG,0,Nature,train
Nature\n02011460_4773.JPEG,0,Nature,train
wukong\71_wukong_image173.jpg,1,wukong,test
ADM\740_adm_80.jpg,1,ADM,train
Nature\ILSVRC2012_val_00026388.JPEG,0,Nature,test
BigGAN\073_biggan_00056.jpg,1,BigGAN,train
BigGAN\415_biggan_00167.jpg,1,BigGAN,train
Nature\n01944390_20535.JPEG,0,Nature,train
VQDM\VQDM_1000_200_09_940_vqdm_00132.jpg,1,VQDM,validation
Nature\n01592084_6166.JPEG,0,Nature,train
Midjourney\549_midjourney_111.jpg,1,Midjourney,test
stable_diffusion_v_1_5\266_sdv5_00093.jpg,1,stable_diffusion_v_1_5,train
VQDM\VQDM_1000_200_03_352_vqdm_00182.jpg,1,VQDM,validation
Nature\n01944390_12920.JPEG,0,Nature,validation
ADM\464_adm_139.jpg,1,ADM,train
wukong\408_wukong_image144.jpg,1,wukong,test
VQDM\VQDM_1000_200_00_042_vqdm_00127.jpg,1,VQDM,validation
Nature\n01729322_19173.JPEG,0,Nature,train
Nature\n01796340_10244.JPEG,0,Nature,test
BigGAN\112_biggan_00178.jpg,1,BigGAN,train
Nature\n01742172_19047.JPEG,0,Nature,validation
wukong\822_wukong_image90.jpg,1,wukong,test
Midjourney\750_midjourney_73.jpg,1,Midjourney,test
glide\GLIDE_1000_200_03_300_glide_00047.jpg,1,glide,test
Nature\n01820546_1264.JPEG,0,Nature,train
wukong\24_wukong_image26.jpg,1,wukong,test
VQDM\VQDM_1000_200_03_387_vqdm_00121.jpg,1,VQDM,validation
Midjourney\51_midjourney_105.jpg,1,Midjourney,test
BigGAN\737_biggan_00190.jpg,1,BigGAN,train
Nature\n02028035_4761.JPEG,0,Nature,train
Midjourney\119_midjourney_43.jpg,1,Midjourney,test
Midjourney\306_midjourney_61.jpg,1,Midjourney,test
glide\GLIDE_1000_200_06_604_glide_00182.jpg,1,glide,test
VQDM\VQDM_1000_200_04_467_vqdm_00119.jpg,1,VQDM,validation
Midjourney\979_midjourney_136.jpg,1,Midjourney,test
wukong\573_wukong_image161.jpg,1,wukong,test
glide\GLIDE_1000_200_02_254_glide_00148.jpg,1,glide,test
Nature\n01773157_7429.JPEG,0,Nature,train
stable_diffusion_v_1_5\930_sdv5_00045.jpg,1,stable_diffusion_v_1_5,train
Nature\n01978455_12676.JPEG,0,Nature,train
ADM\859_adm_57.jpg,1,ADM,train
wukong\456_wukong_image198.jpg,1,wukong,test
BigGAN\673_biggan_00035.jpg,1,BigGAN,train
VQDM\VQDM_1000_200_06_635_vqdm_00102.jpg,1,VQDM,validation
Nature\n01774750_7167.JPEG,0,Nature,train
Nature\n01667114_4073.JPEG,0,Nature,train
BigGAN\612_biggan_00047.jpg,1,BigGAN,train
Nature\n01829413_3934.JPEG,0,Nature,train
Nature\n01818515_8667.JPEG,0,Nature,train
stable_diffusion_v_1_5\082_sdv5_00134.jpg,1,stable_diffusion_v_1_5,train
wukong\393_wukong_image118.jpg,1,wukong,test
VQDM\VQDM_1000_200_08_819_vqdm_00176.jpg,1,VQDM,validation
BigGAN\093_biggan_00035.jpg,1,BigGAN,train
VQDM\VQDM_1000_200_05_527_vqdm_00153.jpg,1,VQDM,validation
ADM\6_adm_191.jpg,1,ADM,train
Nature\n01914609_3397.JPEG,0,Nature,validation
wukong\226_wukong_image135.jpg,1,wukong,test
ADM\633_adm_106.jpg,1,ADM,train
Nature\n01775062_8058.JPEG,0,Nature,test
stable_diffusion_v_1_5\283_sdv5_00119.jpg,1,stable_diffusion_v_1_5,train
Nature\n01693334_11290.JPEG,0,Nature,train
Nature\n01847000_14399.JPEG,0,Nature,test
Midjourney\525_midjourney_177.jpg,1,Midjourney,test
BigGAN\897_biggan_00034.jpg,1,BigGAN,train
BigGAN\967_biggan_00130.jpg,1,BigGAN,train
Nature\n01560419_5558.JPEG,0,Nature,train
ADM\115_adm_186.jpg,1,ADM,train
Nature\n01978287_6269.JPEG,0,Nature,train
Nature\ILSVRC2012_val_00036568.JPEG,0,Nature,validation
stable_diffusion_v_1_5\916_sdv5_00033.jpg,1,stable_diffusion_v_1_5,train
Nature\n01537544_6180.JPEG,0,Nature,train
Midjourney\57_midjourney_143.jpg,1,Midjourney,test
ADM\708_adm_11.jpg,1,ADM,train
Midjourney\693_midjourney_54.jpg,1,Midjourney,test
stable_diffusion_v_1_5\418_sdv5_00030.jpg,1,stable_diffusion_v_1_5,train
BigGAN\756_biggan_00150.jpg,1,BigGAN,train
stable_diffusion_v_1_5\885_sdv5_00153.jpg,1,stable_diffusion_v_1_5,train
ADM\359_adm_73.jpg,1,ADM,train
VQDM\VQDM_1000_200_08_891_vqdm_00187.jpg,1,VQDM,validation
VQDM\VQDM_1000_200_01_110_vqdm_00039.jpg,1,VQDM,validation
BigGAN\975_biggan_00035.jpg,1,BigGAN,train
BigGAN\123_biggan_00043.jpg,1,BigGAN,train
VQDM\VQDM_1000_200_01_166_vqdm_00111.jpg,1,VQDM,validation
